ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
"      ""type"": ""NVARCHAR(MAX)"",",,,,,,,,,,
"      ""default"": null,",,,,,,,,,,
"      ""description"": ""Required event-set expression or code. Parsed by dbo.ParseEventSet into the list of eligible event names.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EventFilterProperties"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(1000)"",",,,,,,,,,,
"      ""default"": null,",,,,,,,,,,
"      ""description"": ""JSON object containing property filters. Property names are required for matching; values are parsed into numeric or alpha form but are not currently used in the filtering predicate.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@StartDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional lower datetime bound. If NULL, dbo.SetDefaultModelParameters supplies the effective default start datetime.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@EndDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional upper datetime bound. If NULL, dbo.SetDefaultModelParameters supplies the effective default end datetime.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""EventID"",",,,,,,,,,,
"      ""type"": ""BIGINT"",",,,,,,,,,,
"      ""description"": ""Identifier of the matching event occurrence.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""Event"",",,,,,,,,,,
"      ""type"": ""NVARCHAR(20)"",",,,,,,,,,,
"      ""description"": ""Event name for the matching occurrence.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""EventDate"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""description"": ""Datetime of the matching event occurrence.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""CaseID"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Identifier of the case containing the matching event.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PropertyCount"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Count of matched properties for the event occurrence. The HAVING clause requires this count to equal the number of requested filter properties.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.SetDefaultModelParameters"",",,,,,,,,,,
"      ""type"": ""Table-Valued Function"",",,,,,,,,,,
"      ""description"": ""Supplies effective default model parameters, including datetime bounds when input values are NULL.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.ParseEventSet"",",,,,,,,,,,
"      ""type"": ""Table-Valued Function"",",,,,,,,,,,
"      ""description"": ""Expands an EventSet expression or code into distinct event names.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.EventPropertiesParsed"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Stores parsed event properties used to identify matching event occurrences.""",,,,,,,,,,
    },,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Set,"Event Set--Code:cardiology--Event Set:Arrhythmia, Echo, Holter End, Holter Neg, Holter Pos, Holter Start, NoImplant-Ineligible, NoImplant-InsDecline, NoImplant-PatDecline, Pacemaker Implant, Stroke, Syncope, TIA",NULL,NULL,NULL,NULL,NULL,EventSetCode,cardiology,-1
Instance,Event Set,Event Set--Code:None--Event Set:arrive,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:Holter Pos,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:pokeractions--Event Set:raises,folds,calls,bets,checks",NULL,NULL,NULL,NULL,NULL,EventSetCode,pokeractions,-1
Instance,Event Set,"Event Set--Code:None--Event Set:arrive,bigtip,drinks,greeted,order,check,seated,served,depart",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:kitchenorder--Event Set:order_received, order_queue, order_start_prep, order_cook, order_qlty_check, order_ready",NULL,NULL,NULL,NULL,NULL,EventSetCode,kitchenorder,-1
SQL_INLINE_TABLE_VALUED_FUNCTION,[dbo].[ModelsWithProperties],"Database virtual data returns data, named, [dbo].[ModelsWithProperties]: Retrieves models that have at least one of the specified custom properties, returning up to five property names and their numeric or alpha values for each model.","Use when you need to pivot a small set of model properties into a wide row per model so those properties can be filtered, displayed, or joined more easily. Helpful for browsing models by custom metadata, exporting model catalogs, or combining selected model properties with other model-level result sets.",[,,,,,,
"    { ""name"": ""@SelectedProperties"", ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""Comma-separated list of property names to include; if NULL, returns a placeholder row with ModelID = -1."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ModelID"",                    ""type"": ""INT"",           ""description"": ""Identifier of the model."" },",,,,,,,,,,
"    { ""name"": ""ModelType"",                  ""type"": ""NVARCHAR(50)"",  ""description"": ""Category/type of the model."" },",,,,,,,,,,
"    { ""name"": ""Property1"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""First custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property1ValueNumeric"",      ""type"": ""FLOAT"",         ""description"": ""Numeric value for the first property."" },",,,,,,,,,,
"    { ""name"": ""Property1ValueAlpha"",        ""type"": ""NVARCHAR(1000)"",""description"": ""Alpha value for the first property."" },",,,,,,,,,,
"    { ""name"": ""Property2"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""Second custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property2ValueNumeric"",      ""type"": ""FLOAT"",         ""description"": ""Numeric value for the second property."" },",,,,,,,,,,
"    { ""name"": ""Property2ValueAlpha"",        ""type"": ""NVARCHAR(1000)"",""description"": ""Alpha value for the second property."" },",,,,,,,,,,
"    { ""name"": ""Property3"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""Third custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property3ValueNumeric"",      ""type"": ""FLOAT"",         ""description"": ""Numeric value for the third property."" },",,,,,,,,,,
"    { ""name"": ""Property3ValueAlpha"",        ""type"": ""NVARCHAR(1000)"",""description"": ""Alpha value for the third property."" },",,,,,,,,,,
"    { ""name"": ""Property4"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""Fourth custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property4ValueNumeric"",      ""type"": ""FLOAT"",         ""description"": ""Numeric value for the fourth property."" },",,,,,,,,,,
"    { ""name"": ""Property4ValueAlpha"",        ""type"": ""NVARCHAR(1000)"",""description"": ""Alpha value for the fourth property."" },",,,,,,,,,,
"    { ""name"": ""Property5"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""Fifth custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property5ValueNumeric"",      ""type"": ""FLOAT"",         ""description"": ""Numeric value for the fifth property."" },",,,,,,,,,,
"    { ""name"": ""Property5ValueAlpha"",        ""type"": ""NVARCHAR(1000)"",""description"": ""Alpha value for the fifth property."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.Models"",                 ""type"": ""Table"",                  ""description"": ""Stores model definitions and metadata."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelProperties"",        ""type"": ""Table"",                  ""description"": ""Holds custom property values for each model."" },",,,,,,,,,,
"    { ""name"": ""STRING_SPLIT"",               ""type"": ""Table-Valued Function"",  ""description"": ""Built-in function to split CSV input into rows."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Set,Event Set--Code:None--Event Set:bigtip,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:restaurantguest_full--Event Set:arrive,greeted,seated,intro,drinks,ccdeclined,charged,order,check,seated,served,bigtip,depart,order_received, order_queue, order_start_prep, order_cook, order_qlty_check, order_ready",NULL,NULL,NULL,NULL,NULL,EventSetCode,restaurantguest_full,-1
Instance,Event Set,"Event Set--Code:None--Event Set:arnold1,arnold2,receipt,abandonedcart",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:restaurantguest,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[InsertCaseProperties],"Database Stored procedure that executes a process, named, [dbo].[InsertCaseProperties]: Parses JSON case-level properties from dbo.CaseProperties, maps them to source columns when possible, applies default MDM overrides from dbo.CasePropertiesMDM, and inserts the results into dbo.CasePropertiesParsed. Supports full refresh or selective refresh by CaseID.","Use when case property bags are stored as JSON and need to be parsed into structured rows for filtering, joins, reporting, or downstream model logic.",[,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@CompleteRefresh"",",,,,,,,,,,
"      ""type"": ""BIT"",",,,,,,,,,,
"      ""default"": ""0"",",,,,,,,,,,
"      ""description"": ""If 1 and @CaseID is NULL, truncates dbo.CasePropertiesParsed before rebuilding. If 1 and @CaseID is provided, reprocesses that case even if parsed rows already exist.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""@CaseID"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""default"": ""NULL"",",,,,,,,,,,
"      ""description"": ""Optional CaseID filter. NULL means process all eligible cases.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""CaseID"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""Identifier of the case whose properties were parsed.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PropertyName"",",,,,,,,,,,
"      ""type"": ""NVARCHAR"",",,,,,,,,,,
"      ""description"": ""Name of the property key extracted from the JSON in dbo.CaseProperties.Properties.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PropertyValueAlpha"",",,,,,,,,,,
"      ""type"": ""NVARCHAR"",",,,,,,,,,,
"      ""description"": ""Text value of the property when the JSON value is not numeric, optionally overridden by dbo.CasePropertiesMDM.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""PropertyValueNumeric"",",,,,,,,,,,
"      ""type"": ""FLOAT"",",,,,,,,,,,
"      ""description"": ""Numeric value of the property when the JSON value is numeric, optionally overridden by dbo.CasePropertiesMDM.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""SourceColumnID"",",,,,,,,,,,
"      ""type"": ""INT"",",,,,,,,,,,
"      ""description"": ""SourceColumns.SourceColumnID matched by property name and the case's SourceID, if found.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""StartDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""description"": ""Case start datetime copied from dbo.Cases.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""EndDateTime"",",,,,,,,,,,
"      ""type"": ""DATETIME"",",,,,,,,,,,
"      ""description"": ""Case end datetime copied from dbo.Cases.""",,,,,,,,,,
    },,,,,,,,,,
  ],[,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.CaseProperties"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Stores JSON property bags for cases.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.Cases"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Supplies SourceID, StartDateTime, and EndDateTime for each case.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.SourceColumns"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Used to map property names to SourceColumnID values for the case's source.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.CasePropertiesParsed"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Target table populated with parsed case properties.""",,,,,,,,,,
"    },",,,,,,,,,,
    {,,,,,,,,,,
"      ""name"": ""dbo.CasePropertiesMDM"",",,,,,,,,,,
"      ""type"": ""Table"",",,,,,,,,,,
"      ""description"": ""Provides default MDM-standardized overrides for parsed property values.""",,,,,,,,,,
    },,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[utility_Set_CaseOrdinal],"Database Stored procedure that executes a process, named, [dbo].[utility_Set_CaseOrdinal]: Recalculates and updates the CaseOrdinal for every event in EventsFact so that each CaseID’s events are sequentially numbered by EventDate.","Use when case event order needs to be recalculated or repaired so sequence-based logic, drill-through, and model building all see correct event ordinals.",[],[,,,,,
"    { ""name"": ""Updated Rows"", ""type"": ""N/A"", ""description"": ""Updates EventsFact.CaseOrdinal in place; no resultset returned."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"", ""type"": ""Table"", ""description"": ""Fact table of events containing CaseID, EventDate, and CaseOrdinal."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[sp_DrillThroughToModelEvents],"Database Stored procedure that executes a process, named, [dbo].[sp_DrillThroughToModelEvents]: Retrieves all underlying events (with ordering, occurrence counts, and metric values) that made up a specified Markov model by its ModelID, leveraging the parameters stored for that model.","Use when you want the event rows behind a stored model loaded procedurally, especially when a downstream step expects a work table or staged result rather than a TVF.",[,,,,,,
"    { ""name"": ""@ModelID"", ""type"": ""INT"",   ""default"": null, ""description"": ""Identifier of the model whose component events should be returned."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""CaseID"",              ""type"": ""INT"",         ""description"": ""Case identifier associated with the event."" },",,,,,,,,,,
"    { ""name"": ""Event"",               ""type"": ""NVARCHAR(20)"", ""description"": ""Name of the event."" },",,,,,,,,,,
"    { ""name"": ""EventDate"",           ""type"": ""DATETIME"",     ""description"": ""Timestamp when the event occurred."" },",,,,,,,,,,
